;Title;Date;Time;Score;Number of Comments
657;Woman attacks man with butter knife at Waffle House;4/17/2017;17:53:45;3;2
658;Shaq pays for funeral of teen who accidentally killed himself on Instagram;4/16/2017;4:50:43;1867;756
659;Border Wall Could Leave Some Americans on Mexican Side;4/17/2017;2:17:10;36;44
660;Last person born in 1800s dies at 117;4/15/2017;21:19:53;23581;1108
661;Violence spikes in Indian Kashmir after videos inflame tension;4/17/2017;13:45:45;4;1
662;California Man Accused Of Giving Co-Worker Cannabis-Laced Chocolate Bar;4/16/2017;23:58:11;51;18
663;North Korea nuclear: US working with China on response;4/16/2017;20:47:43;79;19
664;Violent mob targets mentally ill man in Karachi, Pakistan;4/16/2017;21:02:08;77;12
665;Levaquin Antibiotics: Some Plaintiffs affected by serious Side Effects got Millions of Dollars. Lawyers Claim Pharmaceutical Company Knew Of Drug Risks.;4/16/2017;21:40:57;62;8
666;Madison county covered bridge burns, arson suspected;4/17/2017;1:01:56;36;6
667;One of two missing Sydney crocodiles is found by family on Easter Sunday stroll;4/17/2017;8:57:50;8;5
668;Smoking to kill 200 million in China this century: WHO;4/15/2017;18:56:30;22966;2712
669;North Miami cop charged in shooting of autistic mans unarmed therapist;4/15/2017;19:35:07;8431;627
670;Police shot and Killed Army Veterans Service Dog;4/16/2017;6:19:13;754;283
671;Machine learning algorithms surpass doctors at predicting heart attacks;4/17/2017;18:00:58;1;0
672;James Bond star Clifton James dies aged 96;4/16/2017;17:51:11;78;12
673;Egyptian court clears American woman of child abuse charges after human rights criticism;4/17/2017;5:33:18;11;0
674;Man to be arraigned, accused of shining laser in eyes of MSP trooper;4/16/2017;23:21:53;31;8
675;Suspect in Cleveland Facebook killing may have been in Erie, Pa. - The Buffalo News;4/17/2017;16:43:42;0;0
676;China offers North Korea conditional security;4/17/2017;16:40:22;1;1
677;Syria war: At least 68 children among 126 killed in bus bombing;4/16/2017;18:09:28;61;8
678;USAA sets $16 minimum wage, expands parental leave benefits;4/15/2017;20:08:06;3807;308
679;Bill Seeks to Enlist New York Hotels to Help Fight Sex Trafficking;4/16/2017;18:49:59;50;19
680;Ant Financial Raises MoneyGram Bid 36% to Fend Off Euronet;4/17/2017;12:26:12;3;0
681;Officials in small town Iowa trying to stop rumors from spreading by hosting rumor sessions.;4/16/2017;22:05:40;26;6
682;Delta Air Lines increases passenger compensation to $13k after dragging debacle;4/16/2017;2:37:16;915;200
683;Sylvester Stallone sues greedy film studio - BBC News;4/16/2017;19:58:39;38;14
684;Oil down slightly in subdued trade after failed North Korean missile test;4/17/2017;6:33:36;5;0
685;New York state allots $1M to create hate crimes task force;4/16/2017;21:41:18;21;24
686;ATFs focus on firearm sales by police may be tied to gun seizure at Pasadena officers home;4/16/2017;17:19:26;45;18
687;Members of International Child Exploitation Conspiracy Plead Guilty;4/16/2017;17:44:41;38;3
688;Saudis Seek 30 Solar, Wind Projects in $50 Billion Pledge;4/17/2017;17:28:46;0;0
689;Right, left-wing protesters clash in Berkeley, California park;4/16/2017;0:33:08;944;2649
690;Erdogan ahead in Turkey referendum.;4/16/2017;19:32:23;29;9
691;North Korean missile test fails, US says;4/17/2017;17:18:02;0;1
692;Underwater gas pipeline in Alaska fixed after leaking for almost 5 months.;4/16/2017;5:08:30;392;37
693;All-male panel ruled on rape bill during Marylands legislative session;4/16/2017;17:39:43;36;57
694;Thomas Klocke took his own life last June after he was accused of sexual misconduct. His father has filed a lawsuit claiming the university violated Title IX and discriminated against his son.;4/16/2017;10:58:35;113;18
695;9 wounded in Ohio club shooting, police say;4/16/2017;14:13:36;59;22
696;Apples cash hoard swells to record $246.09 billion;4/16/2017;4:29:10;337;408
697;Hikers savor final days of access to popular trail near Hollywood sign as some locals protest closure;4/16/2017;16:25:55;37;7
698;Internet, computer pioneer Robert W Taylor dies;4/16/2017;17:14:50;29;1
699;Iraq: Islamic State launches chlorine gas attacks in western Mosul;4/16/2017;5:54:40;193;70
700;West Virginia to become 29th state to legalise marijuana for medical use;4/18/2017;0:19:27;10083;338
701;New video shows United passenger was anything but belligerent;4/18/2017;1:52:16;3014;741
702;Coachella festivalgoers use Find my iPhone app to locate man with 100 stolen cellphones, police say;4/17/2017;20:07:46;13436;1024
703;20 Shot, 3 Die in Easter Weekend Shootings in Philadelphia;4/17/2017;16:00:35;17736;3780
704;3 police officers arrested for drunk driving in 1 night;4/17/2017;17:03:58;6706;358
705;Wells Fargo exec was fired for not scamming N.J. customers, lawsuit says;4/18/2017;0:20:33;1063;38
706;Indian hacker group leaks data of 1.7 million Snapchat users after CEOs poor country comments: Report;4/17/2017;16:09:31;4454;678
707;Americans think its safer to use marijuana than opioids to relieve pain, but they were less comfortable with children and pregnant women using pot to treat medical conditions;4/17/2017;22:33:17;636;159
708;Texas teen who survived 3,000-foot fall in sky diving accident wins $760,000 in lawsuit;4/18/2017;0:30:14;399;188
709;Minnesota Department of Health:9th measles case, all in unvaccinated kids;4/18/2017;3:46:47;204;38
710;Four months after marijuana became legal in Massachusetts, people still are getting arrested for pot-related offenses;4/17/2017;19:08:02;942;104
711;OReilly faces investigations after settlements;4/17/2017;18:12:17;1081;134
712;Marine who lost leg in Afghanistan runs Boston Marathon with U.S. flag.;4/17/2017;23:54:07;324;44
713;Manhunt Expands Outside Ohio for Suspect in Videotaped Fatal Shooting;4/17/2017;23:45:53;312;140
714;Delta will now pay you up to $10,000 to give up your seat on an overbooked flight.;4/17/2017;9:20:27;3627;556
715;IRS Just Hired Private Debt Collection Agencies to Chase Down Your Debt;4/17/2017;16:21:29;887;276
716;Alex Jones Defense in Upcoming Custody Battle Is That Hes a Fake;4/17/2017;8:33:30;3946;1074
717;US and South Korea agree early deployment of THAAD missile defence system;4/17/2017;13:09:17;1292;135
718;New poll finds majority of Americans have smoked pot;4/18/2017;4:48:49;64;27
719;Court Upholds $300,000 Fine After Trump Refuses to Pay Miami Paint Store;4/17/2017;3:13:51;21082;2420
720;Veterans with PTSD are suing the Army to have their discharges upgraded;4/18/2017;2:17:52;95;28
721;Machine learning algorithms surpass doctors at predicting heart attacks;4/17/2017;18:00:58;416;120
722;North Korea will test missiles weekly, monthly and yearly;4/17/2017;20:15:09;264;164
723;Police: Elizabethtown man accused of burning 5-year-old with hot knife after she wets the bed;4/17/2017;21:31:47;202;46
724;Conservationists Sue Feds Over Controversial Plan to Kill Bears and Mountain Lions;4/18/2017;0:10:01;121;15
725;Boeing plans more layoffs affecting hundreds of engineers: source;4/17/2017;20:37:37;224;88
726;Porn Studios Shut Down After Actor Possibly Tests Positive for HIV;4/17/2017;23:27:25;109;65
727;MIT expert claims latest chemical weapons attack in Syria was staged;4/17/2017;18:07:30;280;145
728;Cleveland Police investigating shooting broadcasted on Facebook Live;4/17/2017;0:19:10;32825;14937
729;Bizarre bivalve: first living giant shipworm discovered in Philippines;4/17/2017;23:17:17;92;20
730;Allied forces knew about Holocaust two years before discovery of concentration camps, secret documents reveal;4/18/2017;3:19:57;28;31
731;Large buckle in road closes second interstate in Atlanta;4/17/2017;20:18:37;115;33
732;New Pulse review from Orlando police reveals details, lessons learned. Nearly half of those killed in the Pulse nightclub shooting died where they were dancing, without a chance to react or run for help. Thirteen died in the bathrooms waiting for help during the three-hour hostage situation.;4/18/2017;3:26:19;26;10
733;Woman gets 6 years after causing accident that led to death of a motorcyclist in a fit of road rage;4/17/2017;23:30:13;57;55
734;United Staff Will No Longer Take Seats of Boarded Passengers;4/16/2017;21:31:10;11309;1534
735;Arkansas having a hard time finding enough citizen volunteers to witness executions;4/17/2017;22:06:38;62;67
736;Verify: False information circulating in Steve Stephens manhunt;4/17/2017;17:23:19;151;100
737;A doctor prescribed oxycodone for Prince under the name of the musicians friend to protect his privacy, according to court documents unsealed Monday.;4/17/2017;18:20:45;114;33
738;Co-pilot caught with loaded gun at airport arrested, TSA says;4/18/2017;0:35:45;33;19
739;1st woman to officially run Boston Marathon does it again, 50 years later;4/18/2017;4:16:08;17;2
740;Toxic chemical spill closes Atlanta freeway;4/17/2017;14:12:36;222;40
741;Air Canada bumps 10-year-old boy from flight with family;4/18/2017;4:37:26;15;5
742;Portland woman attempted to traffic three year old for sex.;4/18/2017;5:57:34;12;6
743;FBI Uses BitTorrent to Find and Catch Child Porn Offenders;4/18/2017;0:15:20;31;20
744;Apparent mountain lion enters bedroom and snatches barking dog;4/18/2017;4:45:33;12;10
745;North Korean envoy warns of nuclear war possibility;4/18/2017;2:57:18;16;28
746;Witnesses say military helicopter crashes on golf course in St. Marys County, Maryland.;4/17/2017;22:11:22;40;7
747;U.S. customs release image of mock IED that caused hours of delays at Pearson Airport in Toronto;4/18/2017;1:43:09;20;12
748;Climate change-induced melting of glacier causes Canadian river to dry up completely in first observed case of river piracy;4/17/2017;19:15:00;62;8
749;Christian man tortured in Pakistan for befriending Muslim woman;4/17/2017;1:13:21;1790;579
750;Median retirement savings for families between 44 and 49 is $6200;4/17/2017;6:44:01;627;944
751;Boeing plans hundreds of layoff notices for engineers this week;4/18/2017;4:57:13;10;1
752;Crew member killed after Blackhawk helicopter crashes on Maryland golf course;4/18/2017;1:43:05;16;8
753;Police Search For Driver In Milford After Hit And Run Kills Child;4/18/2017;3:49:30;9;1
754;Portland woman accused of offering 3-year-old child for sex;4/18/2017;0:51:10;16;14
755;Days after two officers in suburban Atlanta were fired when videos surfaced showing them kicking and punching a motorist, authorities have reportedly dismissed nearly 90 cases involving the pair.;4/16/2017;15:32:36;41998;2649
756;After Princes death, police found pills in suitcase, vitamin bottles, info released regarding investigation into his death;4/18/2017;3:24:59;10;3
757;$43M in cash found in empty Nigerian apartment;4/17/2017;7:56:59;353;59
758;Unprecedented migrant situation in the Mediterranean;4/17/2017;12:15:02;154;109
759;North Korean official: Were ready for war if Trump wants it.;4/17/2017;7:07:48;368;295
760;If you think Atlanta traffic is terrible, it just got a whole heck of a lot worse;4/17/2017;22:26:44;23;13
761;U.S. EPA plans to repeal and replace the Clean Water Rule with two separate rulemaking processes;4/18/2017;5:29:43;7;1
762;China and Russia have dispatched spy vessels to shadow a US aircraft carrier group heading to North Korean waters;4/17/2017;10:10:53;206;48
763;Terrorist baby faces US embassy interview after error on visa form;4/17/2017;19:25:34;37;22
764;Iraqi police accuse Daesh of chemical weapons attack in Mosul;4/17/2017;23:17:32;17;7
765;No relief in sight as heat wave continues to build across northern India;4/18/2017;5:41:36;6;0
766;Survivor contestant who outed transgender player is fired from job;4/18/2017;0:05:46;15;37
767;Maduro orders Venezuela army into streets;4/17/2017;21:31:50;23;7
768;Allan Holdsworth, guitar legend, passes at age 70;4/18/2017;2:59:25;8;2
769;Navy ordered to pay compensation for causing sailors smoking habit;4/17/2017;22:38:49;16;12
770;First Woman to Enter the Boston Marathon Runs It Again, 50 Years Later;4/18/2017;2:42:37;6;0
771;Canada to strip citizenship of Guatemalan massacre suspect;4/17/2017;19:30:33;32;3
772;Turkey referendum: Erdogan wins vote to expand presidential powers.;4/17/2017;1:03:00;873;177
773;Arkansas high court halts Monday nights executions;4/18/2017;2:50:20;6;2
774;Benicia California High School teacher arrested for having sex with student;4/18/2017;5:39:26;3;3
775;Second ICE Detainee at Adelanto Detention Center Dies in as Many Weeks;4/17/2017;6:03:54;298;62
776;McKinney Boy Invents Device to Prevent Hot Car Deaths;4/17/2017;21:34:12;19;25
777;Geography teacher cleared of raping pupil says men should stay away from teaching;4/16/2017;19:42:40;1932;1358
778;Nearly $1M worth of drugs seized at U.S.-Mexico border;4/18/2017;6:38:43;3;0
779;Boy crushed in rotating restaurant named - BBC News;4/18/2017;2:43:38;7;7
780;Courts Are Using AI to Sentence Criminals;4/17/2017;21:27:54;17;15
781;NASA astronauts space treasure map sparks hunt for Caribbean wrecks;4/17/2017;14:15:53;54;4
782;22,000 years of history evaporates after freezer failure melts Arctic ice cores;4/17/2017;0:57:48;649;119
783;Baltimore police create review panel to approve homicide arrests over prosecutors objections;4/18/2017;3:12:17;5;0
784;No ebay for australia because of GST.;4/18/2017;5:51:44;3;1
785;UN: Nearly half a million Iraqis have fled Mosul fighting;4/17/2017;19:30:54;20;0
786;Woman charged after Waffle House outburst, kidnapping;4/17/2017;17:54:31;25;12
787;Alabama teen, Alissia Myra Freeman Who disappeared last year is alive and well.;4/18/2017;5:37:23;3;2
788;Plane crashes into Lidl supermarket in Portugal;4/17/2017;16:39:43;33;9
789;Woman attacks man with butter knife at Waffle House;4/17/2017;17:53:45;27;11
790;Vietnamese village holds police, officials hostage over land dispute;4/17/2017;16:15:50;33;10
791;Saudi Arabia urged to probe death of transgender woman;4/18/2017;5:13:48;3;12
792;Man suspected of killing pregnant wife in city found dead in Baltimore County, police say;4/17/2017;22:10:08;12;0
793;US sends F-35 stealth fighters to UK to reassure Europe against Russian aggression;4/17/2017;16:35:42;24;32
794;Palestinian terrorist gets four life sentences for attack that killed US teen;4/17/2017;19:26:03;16;1
795;None of the medications found in Princes home following his death last year were prescribed to him, according to court documents unsealed Monday;4/18/2017;6:27:03;1;0
796;The North Korea problem is coming to a head, McMaster says;4/17/2017;2:45:46;322;258
797;Judges call to reduce court delays in child-protection cases;4/17/2017;15:16:11;33;0
798;Brown University to drop fee for low-income applicants;4/17/2017;6:16:11;163;45
799;Cascade Mall shooting defendant dies in jail;4/17/2017;20:41:10;12;8
800;Police: Cleveland Facebook killer kills self in Erie;4/18/2017;19:39:10;20133;4212
801;A 25-year-old Sikh cab driver in the US was assaulted and his turban knocked off by drunk passengers, an incident the police was investigating as a possible hate crime.;4/18/2017;15:38:11;18637;3286
802;Unsubsidized wind and solar now the cheapest source for new electric power;4/18/2017;16:56:40;2281;299
803;Leader of Cal-Exit Drops Bid for California to Secede, Instead Moves to Russia;4/18/2017;18:33:01;770;389
804;Nonprofit Working To Block Drug Imports Has Ties To Pharma Lobby;4/18/2017;16:59:38;890;72
805;United CEO says no one will be fired for dragging incident;4/18/2017;21:13:11;373;315
806;New video shows United passenger was anything but belligerent;4/18/2017;1:52:16;35114;6570
807;West Virginia to become 29th state to legalise marijuana for medical use;4/18/2017;0:19:27;28565;1008
808;Police: 8-year-old boy person of interest in toddlers death at daycare;4/18/2017;16:26:34;353;112
809;FBI: Texas man with extremist views planned mass shooting;4/18/2017;22:37:03;113;58
810;U.N. Experts Condemn Killing and Torture of Gay Men in Chechnya;4/18/2017;15:41:13;335;114
811;Straw purchaser with 4 felony gun charges will not get jail time;4/18/2017;18:56:00;177;313
812;Banned pollutant detected in water running under Marine base on Okinawa;4/18/2017;17:54:45;214;13
813;Harvard Activists Say Theyre So Sorry for Posting Fake Deportation Notices;4/18/2017;16:49:43;254;262
814;Indian firms Zika virus vaccine 100% efficient in animal trials;4/18/2017;19:46:32;142;7
815;Richard Simmons hospitalized in California;4/18/2017;21:25:04;92;27
816;Wells Fargo exec was fired for not scamming N.J. customers, lawsuit says;4/18/2017;0:20:33;3846;154
817;Archaeologists make major discovery in Egypts Luxor;4/18/2017;18:58:39;110;27
818;US intercepts 2 Russian bombers off Alaskas coast;4/18/2017;23:31:40;45;35
819;Coachella festivalgoers use Find my iPhone app to locate man with 100 stolen cellphones, police say;4/17/2017;20:07:46;17891;1272
820;4 teens found mutilated in New York park identified;4/18/2017;21:55:05;59;26
821;Minnesota Department of Health:9th measles case, all in unvaccinated kids;4/18/2017;3:46:47;1597;350
822;Mid-South couple recorded berating restaurant employees in racist rant;4/18/2017;16:34:48;138;48
823;New poll finds majority of Americans have smoked pot;4/18/2017;4:48:49;1154;374
824;Silicon Valley CEO Pleads No Contest to Abusing His Wifeand Is Offered a Deal for Less Than 30 Days in Jail;4/18/2017;7:46:50;663;149
825;Special Report: Police describe kill rewards, staged crime scenes in Dutertes drug war;4/18/2017;17:20:20;106;39
826;1 killed, 2 hurt in shooting in downtown Fresno, California;4/18/2017;23:56:36;33;19
827;Smoke pot in Oregon? Your name now protected from feds;4/18/2017;22:41:53;33;2
828;How Many Military Families Need Food Assistance? The Pentagon Doesnt Know;4/18/2017;21:21:13;39;68
829;Man playing Judas in Easter play accidentally hangs himself;4/18/2017;21:02:15;44;17
830;Theyre so big they just do what they want Apple hauled to court over unfair repair policy;4/18/2017;22:10:37;36;13
831;United CEO: Doctor being dragged off plane was watershed moment;4/18/2017;21:08:03;38;19
832;Detroit doctor charged with female genital mutilation ordered to jail;4/18/2017;21:39:29;31;20
833;After violating parole, Planet Fitness peeping Tom sent back to prison;4/18/2017;18:15:03;53;12
834;Womens Rights Group to Fly Aerial Banner During Bill OReilly Protest;4/18/2017;15:59:02;75;28
835;20 Shot, 3 Die in Easter Weekend Shootings in Philadelphia;4/17/2017;16:00:35;18268;3920
836;3 police officers arrested for drunk driving in 1 night;4/17/2017;17:03:58;7479;463
837;In Portugal, Drug Use Is Treated As A Medical Issue, Not A Crime;4/18/2017;21:16:47;26;16
838;NASA launches a rocket at Cape Canaveral for an International Space Station resupply mission;4/18/2017;19:09:39;38;10
839;Texas teen who survived 3,000-foot fall in sky diving accident wins $760,000 in lawsuit;4/18/2017;0:30:14;1215;503
840;US military considers shooting down North Korea missile tests, sources say;4/18/2017;18:15:56;47;31
841;U.S. Supreme Court denies Arkansas request to begin executions;4/18/2017;9:37:14;215;105
842;When Rising Seas Transform Risk Into Certainty: Along parts of the East Coast, the entire system of insuring coastal property is beginning to break down.;4/18/2017;20:44:20;25;15
843;Berkeley police get flak for hands-off approach to protest mayhem;4/18/2017;22:22:34;20;106
844;VA tests partnership with CVS to reduce veterans wait times;4/18/2017;19:08:32;36;11
845;Anti-depressant use before, during pregnancy tied to autism risk;4/18/2017;19:07:22;35;5
846;Thwarted attack rattles France days before presidential vote;4/18/2017;17:37:33;42;24
847;U.S. housing starts fall in March, permits rise;4/18/2017;16:40:44;47;11
848;A water shortage warning has been issued to 8.1 million residents from Orlando to the Florida Keys;4/18/2017;22:38:12;17;9
849;Americans think its safer to use marijuana than opioids to relieve pain, but they were less comfortable with children and pregnant women using pot to treat medical conditions;4/17/2017;22:33:17;1302;273
850;Indian hacker group leaks data of 1.7 million Snapchat users after CEOs poor country comments: Report;4/17/2017;16:09:31;4997;772
851;Dunkin Donuts slaying suspect now on FBIs Most Wanted;4/18/2017;21:44:45;18;4
852;Alligator climbs to a second-story Mount Pleasant, SC porch, through a screen door and then refuses to leave;4/18/2017;17:34:28;34;16
853;Dutch city allows pro-Hamas event, bans counter protest;4/18/2017;23:52:33;10;0
854;Police investigate possible shooting with multiple people hurt in downtown Fresno, CA;4/18/2017;22:42:06;13;6
855;Libya fishermen find 28 dead migrants in boat offshore;4/18/2017;20:12:11;18;9
856;White supremacist Richard Spencer promises showdown tonight on Auburn Universitys campus;4/19/2017;0:02:59;7;52
857;Marine who lost leg in Afghanistan runs Boston Marathon with U.S. flag.;4/17/2017;23:54:07;768;157
858;Additional U.S. troops reportedly arrive in Anbar to partake in anti-IS campaign;4/18/2017;21:13:03;14;0
859;Man Gets 25 Years In 1979 Case Of Missing Boy Etan Patz;4/18/2017;23:25:37;8;0
860;Israeli officials slam NYT for not identifying Barghouti as murderer in Op-Ed;4/18/2017;17:39:52;25;7
861;Dutch navy seizes 700 kilos of cocain on Carribean;4/18/2017;20:27:18;15;13
862;Venezuelas Bread Wars: With Food Scarce, Government Accuses Bakers Of Hoarding;4/18/2017;17:55:38;22;27
863;Oklahoma Sherrifs Deputy Shot and Killed. Manhunt For Shooter Underway.;4/18/2017;23:28:33;7;5
864;Northville doctor Dr. Jumana Nagarwala charged with genital mutilation in federal court;4/18/2017;21:16:02;12;17
865;Teen accused of mentioning ISIS in bomb threat;4/18/2017;19:31:04;16;7
866;Video of woman getting punched at Berkeley protest sparks outrage;4/18/2017;19:42:20;13;425
867;Four months after marijuana became legal in Massachusetts, people still are getting arrested for pot-related offenses;4/17/2017;19:08:02;1377;128
868;Spiders knit 30-metre shimmering web in New Zealand field;4/18/2017;22:59:30;7;8
869;Okla. Woman Gets Life for Dressing as a Witch to Terrorize Her 7-Year-Old Granddaughter;4/18/2017;7:56:01;130;80
870;Manhunt Expands Outside Ohio for Suspect in Videotaped Fatal Shooting;4/17/2017;23:45:53;566;284
871;In rare fumble, Goldman stuns Wall Street with weak trading;4/18/2017;19:24:31;15;0
872;F**k off back to India - Irish womans racist abuse caught on camera on Limerick train;4/19/2017;0:19:27;3;2
873;Veterans with PTSD are suing the Army to have their discharges upgraded;4/18/2017;2:17:52;336;60
874;French police thwart imminent terror attack;4/18/2017;21:20:11;12;1
875;Rouhani: Iran Will Seek No Ones Permission to Produce Missiles;4/18/2017;18:19:31;18;13
876;NCAA returns events to NC after state rolls back LGBT law;4/18/2017;21:38:36;10;9
877;OReilly faces investigations after settlements;4/17/2017;18:12:17;1398;177
878;Allied forces knew about Holocaust two years before discovery of concentration camps, secret documents reveal;4/18/2017;3:19:57;253;159
879;South Sudanese refugees take 13 UN staff hostage in the DRC;4/19/2017;0:24:12;4;0
880;Sumo, WWE, and MMA star Akebono placed in medically induced coma following match;4/18/2017;13:12:38;40;4
881;Minnesota confirms 9th measles case;4/18/2017;14:48:40;29;7
882;New Bill OReilly Accuser Says He Called Her Hot Chocolate and Leered;4/19/2017;0:18:32;4;3
883;Conservationists Sue Feds Over Controversial Plan to Kill Bears and Mountain Lions;4/18/2017;0:10:01;376;54
884;Aircraft Carrier Wasnt Sailing to Deter North Korea, as U.S. Suggested;4/18/2017;22:31:05;6;7
885;Oklahoma will go a calendar year without an execution;4/18/2017;17:31:50;15;0
886;An interactive sacred shrine of Wichita Nation was lost for centuries;;;;
887;Hartford school closes after asbestos discovery;4/18/2017;22:21:14;5;2
888;Neighbors upset over sign that read, Chinese, keep your dogs off my grass;4/18/2017;23:18:58;5;11
889;T-Mobile got an amazing deal on its $8 billion spectrum haul;4/19/2017;0:30:55;2;0
890;Aircraft Carrier Wasnt Sailing to Deter North Korea, as U.S. Suggested;4/19/2017;0:19:29;4;3
891;St Petersburg attack: Suspect admits planning blast-Russian Media says;4/18/2017;17:11:16;10;2
892;Naked woman slugs Highland Park officer who tried to remove her from Oak Lawn street;4/18/2017;22:36:06;5;3
893;IRS Just Hired Private Debt Collection Agencies to Chase Down Your Debt;4/17/2017;16:21:29;1038;327
894;U.S. aircraft carrier supposedly sent as warning to North Korea sailed in opposite direction;4/18/2017;23:58:40;4;3
895;German police investigate far-Right link to Dortmund bombing;4/18/2017;20:06:31;4;3
896;North Korea accuses US of creating situation for nuclear war;4/18/2017;8:31:24;47;39
897;Delta will now pay you up to $10,000 to give up your seat on an overbooked flight.;4/17/2017;9:20:27;3830;593
898;Data, Data, Data on how Tax Money is Spent by Steve Ballmer;4/18/2017;20:42:08;4;1
899;Tibetan refugees to get Indian passports, Govt accepted a Delhi high court ruling from last year that had asked for Tibetan refugees to be considered as Indian citizens;4/18/2017;9:49:13;38;1
900;1 killed, 2 hurt in shooting in downtown Fresno, California;4/18/2017;23:56:36;5315;2590
901;Police: Cleveland Facebook killer kills self in Erie;4/18/2017;19:39:10;34326;6885
902;United CEO says no one will be fired for dragging incident;4/18/2017;21:13:11;2289;863
903;A 25-year-old Sikh cab driver in the US was assaulted and his turban knocked off by drunk passengers, an incident the police was investigating as a possible hate crime.;4/18/2017;15:38:11;20653;3714
904;Unsubsidized wind and solar now the cheapest source for new electric power;4/18/2017;16:56:40;3762;403
905;Maryland rape survivors no longer need to prove they fought back.;4/19/2017;3:20:35;376;80
906;Leader of Cal-Exit Drops Bid for California to Secede, Instead Moves to Russia;4/18/2017;18:33:01;1677;635
907;FBI: Texas man with extremist views planned mass shooting;4/18/2017;22:37:03;769;314
908;Nonprofit Working To Block Drug Imports Has Ties To Pharma Lobby;4/18/2017;16:59:38;1454;101
909;Alabama Senate Votes To Allow Concealed Carry Without Permit;4/19/2017;4:44:49;167;426
910;Wife records chilling audio of husband, Silicon Valley CEO, verbally and physically abusing her;4/19/2017;1:39:04;251;86
911;Smoke pot in Oregon? Your name now protected from feds;4/18/2017;22:41:53;322;23
912;4 teens found mutilated in New York park identified;4/18/2017;21:55:05;344;105
913;Richard Simmons hospitalized in California;4/18/2017;21:25:04;303;66
914;US intercepts 2 Russian bombers off Alaskas coast;4/18/2017;23:31:40;198;135
915;Protesters in Detroit argued Monday to outlaw circumcision in wake of a criminal case on female genital mutilation.;4/19/2017;1:57:54;90;77
916;Indian firms Zika virus vaccine 100% efficient in animal trials;4/18/2017;19:46:32;263;12
917;New video shows United passenger was anything but belligerent;4/18/2017;1:52:16;35414;6810
918;Police: 8-year-old boy person of interest in toddlers death at daycare;4/18/2017;16:26:34;467;171
919;Harvard Activists Say Theyre So Sorry for Posting Fake Deportation Notices;4/18/2017;16:49:43;427;400
920;Massive drug lab scandal results in 20,000 convictions dropped;4/19/2017;2:03:59;78;5
921;Straw purchaser with 4 felony gun charges will not get jail time;4/18/2017;18:56:00;275;425
922;Banned pollutant detected in water running under Marine base on Okinawa;4/18/2017;17:54:45;310;34
923;U.N. Experts Condemn Killing and Torture of Gay Men in Chechnya;4/18/2017;15:41:13;450;139
924;West Virginia to become 29th state to legalise marijuana for medical use;4/18/2017;0:19:27;28690;1020
925;Detroit doctor charged with female genital mutilation ordered to jail;4/18/2017;21:39:29;138;68
926;F**k off back to India - Irish womans racist abuse caught on camera on Limerick train;4/19/2017;0:19:27;77;58
927;How Many Military Families Need Food Assistance? The Pentagon Doesnt Know;4/18/2017;21:21:13;106;126
928;Archaeologists make major discovery in Egypts Luxor;4/18/2017;18:58:39;162;43
929;White supremacist Richard Spencer promises showdown tonight on Auburn Universitys campus;4/19/2017;0:02:59;57;437
930;Dorrance Hill Hamilton, whose grandfather invented the process used to make Campbells condensed soups and who used her inherited fortune for philanthropy, has died. She was 88.;4/19/2017;2:42:04;33;3
931;Man playing Judas in Easter play accidentally hangs himself;4/18/2017;21:02:15;100;30
932;Dutch city allows pro-Hamas event, bans counter protest;4/18/2017;23:52:33;60;13
933;New Bill OReilly Accuser Says He Called Her Hot Chocolate and Leered;4/19/2017;0:18:32;53;57
934;Malaysia Air Is First Airline to Track Fleet With Satellites;4/19/2017;4:08:50;26;17
935;In Portugal, Drug Use Is Treated As A Medical Issue, Not A Crime;4/18/2017;21:16:47;91;20
936;South Sudanese refugees take 13 UN staff hostage in the DRC;4/19/2017;0:24:12;50;9
937;United CEO: Doctor being dragged off plane was watershed moment;4/18/2017;21:08:03;80;30
938;Mid-South couple recorded berating restaurant employees in racist rant;4/18/2017;16:34:48;178;65
939;Prosecutors Move To Toss Thousands Of Drug Cases Tainted By Criminal Chemist;4/19/2017;6:02:45;15;5
940;Wells Fargo exec was fired for not scamming N.J. customers, lawsuit says;4/18/2017;0:20:33;3930;162
941;Montana woman and Southern Poverty Law Center sue publisher of neo-Nazi website - he called for troll storm against her;4/19/2017;2:03:50;27;5
942;Cops teased over painted toenails after heroic rescue of pregnant woman;4/19/2017;4:39:44;22;9
943;Berkeley police get flak for hands-off approach to protest mayhem;4/18/2017;22:22:34;61;191
944;President George H.W. Bush is back in the hospital, spokesman Jim McGrath has confirmed.;4/19/2017;1:46:52;32;15
945;Special Report: Police describe kill rewards, staged crime scenes in Dutertes drug war;4/18/2017;17:20:20;139;43
946;Coachella festivalgoers use Find my iPhone app to locate man with 100 stolen cellphones, police say;4/17/2017;20:07:46;17971;1284
947;Minnesota Department of Health:9th measles case, all in unvaccinated kids;4/18/2017;3:46:47;1674;388
948;A water shortage warning has been issued to 8.1 million residents from Orlando to the Florida Keys;4/18/2017;22:38:12;46;15
949;New poll finds majority of Americans have smoked pot;4/18/2017;4:48:49;1248;409
950;Silicon Valley CEO Pleads No Contest to Abusing His Wifeand Is Offered a Deal for Less Than 30 Days in Jail;4/18/2017;7:46:50;724;182
951;Youtube Pranksters Daddy O Five Deny Child Abuse Claims;4/19/2017;6:45:04;9;0
