provincia;partidoPolitico;sexo;votos
Guayaquil;ADELANTE COLIMEÑO ADELANTE;F;194
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;1
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;54
Guayaquil;MOVIMIENTO POLITICO SEGUIMOS (MPS);F;2
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;371
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;2
Guayaquil;6-MADERA DE GUERRERO;M;434
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;42
Guayaquil;FUERZA.EC;M;20
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;56
Guayaquil;ADELANTE COLIMEÑO ADELANTE;M;229
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;7
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;62
Guayaquil;MOVIMIENTO POLITICO SEGUIMOS (MPS);M;8
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;373
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;3
Guayaquil;6-MADERA DE GUERRERO;F;2073
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;42
Guayaquil;FUERZA.EC;F;142
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;519
Guayaquil;ADELANTE COLIMEÑO ADELANTE;F;867
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;23
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;398
Guayaquil;MOVIMIENTO POLITICO SEGUIMOS (MPS);F;29
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;1779
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;26
Guayaquil;6-MADERA DE GUERRERO;M;2315
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;49
Guayaquil;FUERZA.EC;M;146
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;516
Guayaquil;ADELANTE COLIMEÑO ADELANTE;M;1029
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;25
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;521
Guayaquil;MOVIMIENTO POLITICO SEGUIMOS (MPS);M;24
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;1703
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;35
Guayaquil;6-MADERA DE GUERRERO;F;381
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;12
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;224
Guayaquil;FUERZA.EC;F;8
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;20
Guayaquil;ALIANZA CREO - RENACE;F;501
Guayaquil;ALIANZA CENTRO DEMOCRATICO Y MOVIMIENTO ECUATORIANO UNIDO;F;186
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;109
Guayaquil;PARTIDO POLÍTICO AVANZA;F;9
Guayaquil;UNIDAD POPULAR;F;13
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;9
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;8
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;9
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;114
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;11
Guayaquil;6-MADERA DE GUERRERO;M;344
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;13
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;238
Guayaquil;FUERZA.EC;M;13
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;14
Guayaquil;ALIANZA CREO - RENACE;M;656
Guayaquil;ALIANZA CENTRO DEMOCRATICO Y MOVIMIENTO ECUATORIANO UNIDO;M;175
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;109
Guayaquil;PARTIDO POLÍTICO AVANZA;M;21
Guayaquil;UNIDAD POPULAR;M;19
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;15
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;12
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;12
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;119
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;7
Guayaquil;6-MADERA DE GUERRERO;F;200
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;2
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;228
Guayaquil;FUERZA.EC;F;8
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;13
Guayaquil;ALIANZA CREO - RENACE;F;201
Guayaquil;ALIANZA CENTRO DEMOCRATICO Y MOVIMIENTO ECUATORIANO UNIDO;F;184
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;320
Guayaquil;PARTIDO POLÍTICO AVANZA;F;5
Guayaquil;UNIDAD POPULAR;F;15
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;16
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;9
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;2
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;107
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;12
Guayaquil;6-MADERA DE GUERRERO;M;188
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;6
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;181
Guayaquil;FUERZA.EC;M;12
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;10
Guayaquil;ALIANZA CREO - RENACE;M;239
Guayaquil;ALIANZA CENTRO DEMOCRATICO Y MOVIMIENTO ECUATORIANO UNIDO;M;203
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;323
Guayaquil;PARTIDO POLÍTICO AVANZA;M;7
Guayaquil;UNIDAD POPULAR;M;9
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;16
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;9
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;7
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;75
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;9
Guayaquil;6-MADERA DE GUERRERO;F;2380
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;138
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;F;2581
Guayaquil;FUERZA.EC;F;113
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;F;165
Guayaquil;ALIANZA CREO - RENACE;F;9172
Guayaquil;ALIANZA CENTRO DEMOCRATICO Y MOVIMIENTO ECUATORIANO UNIDO;F;1164
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;2008
Guayaquil;PARTIDO POLÍTICO AVANZA;F;73
Guayaquil;UNIDAD POPULAR;F;113
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;F;121
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;134
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;75
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;1050
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;134
Guayaquil;6-MADERA DE GUERRERO;M;2325
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;163
Guayaquil;MOVIMIENTO F. COMPROMISO SOCIAL;M;2609
Guayaquil;FUERZA.EC;M;160
Guayaquil;MOVIMIENTO SALUD Y TRABAJO;M;186
Guayaquil;ALIANZA CREO - RENACE;M;9511
Guayaquil;ALIANZA CENTRO DEMOCRATICO Y MOVIMIENTO ECUATORIANO UNIDO;M;1240
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;1826
Guayaquil;PARTIDO POLÍTICO AVANZA;M;99
Guayaquil;UNIDAD POPULAR;M;132
Guayaquil;MOVIMIENTO DEMOCRACIA SÍ;M;160
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;129
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;112
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;975
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;129
Guayaquil;ALIANZA CREO 21 - MCA 106;F;3916
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;27
Guayaquil;MOVIMIENTO CONCERTACION;F;16
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;1345
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;11
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;68
Guayaquil;FUERZA.EC;F;47
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;108
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;178
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;15
Guayaquil;UNION ECUATORIANA;F;4
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;43
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;13
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;51
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;48
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;25
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;19
Guayaquil;ALIANZA CREO 21 - MCA 106;M;3289
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;38
Guayaquil;MOVIMIENTO CONCERTACION;M;35
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;1659
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;13
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;104
Guayaquil;FUERZA.EC;M;53
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;144
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;188
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;24
Guayaquil;UNION ECUATORIANA;M;21
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;30
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;17
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;79
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;50
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;24
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;21
Guayaquil;ALIANZA CREO 21 - MCA 106;F;2748
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;24
Guayaquil;MOVIMIENTO CONCERTACION;F;17
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;1330
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;12
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;114
Guayaquil;FUERZA.EC;F;45
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;94
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;132
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;20
Guayaquil;UNION ECUATORIANA;F;16
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;36
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;13
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;26
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;28
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;25
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;19
Guayaquil;ALIANZA CREO 21 - MCA 106;M;2514
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;29
Guayaquil;MOVIMIENTO CONCERTACION;M;17
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;1651
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;19
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;120
Guayaquil;FUERZA.EC;M;69
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;114
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;171
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;10
Guayaquil;UNION ECUATORIANA;M;36
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;32
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;27
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;65
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;58
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;22
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;8
Guayaquil;ALIANZA CREO 21 - MCA 106;F;5409
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;46
Guayaquil;MOVIMIENTO CONCERTACION;F;26
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;2287
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;16
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;134
Guayaquil;FUERZA.EC;F;99
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;191
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;282
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;35
Guayaquil;UNION ECUATORIANA;F;20
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;37
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;26
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;63
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;64
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;140
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;22
Guayaquil;ALIANZA CREO 21 - MCA 106;M;4826
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;49
Guayaquil;MOVIMIENTO CONCERTACION;M;37
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;2817
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;22
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;206
Guayaquil;FUERZA.EC;M;146
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;246
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;332
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;31
Guayaquil;UNION ECUATORIANA;M;33
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;61
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;37
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;123
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;99
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;47
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;30
Guayaquil;ALIANZA CREO 21 - MCA 106;F;61872
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;694
Guayaquil;MOVIMIENTO CONCERTACION;F;494
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;37459
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;253
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;3088
Guayaquil;FUERZA.EC;F;1795
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;2158
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;2453
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;421
Guayaquil;UNION ECUATORIANA;F;255
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;888
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;378
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;684
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;940
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;738
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;362
Guayaquil;ALIANZA CREO 21 - MCA 106;M;51788
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;742
Guayaquil;MOVIMIENTO CONCERTACION;M;696
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;41357
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;431
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;3156
Guayaquil;FUERZA.EC;M;2480
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;2926
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;2959
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;529
Guayaquil;UNION ECUATORIANA;M;366
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;989
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;620
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;1158
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;1152
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;744
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;434
Guayaquil;ALIANZA CREO 21 - MCA 106;F;13206
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;104
Guayaquil;MOVIMIENTO CONCERTACION;F;82
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;5044
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;42
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;333
Guayaquil;FUERZA.EC;F;163
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;350
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;566
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;99
Guayaquil;UNION ECUATORIANA;F;45
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;113
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;71
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;152
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;152
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;58
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;50
Guayaquil;ALIANZA CREO 21 - MCA 106;M;11067
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;102
Guayaquil;MOVIMIENTO CONCERTACION;M;109
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;6038
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;81
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;367
Guayaquil;FUERZA.EC;M;247
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;497
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;658
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;101
Guayaquil;UNION ECUATORIANA;M;55
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;126
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;107
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;276
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;183
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;102
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;70
Guayaquil;ALIANZA CREO 21 - MCA 106;F;20514
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;151
Guayaquil;MOVIMIENTO CONCERTACION;F;131
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;9257
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;64
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;603
Guayaquil;FUERZA.EC;F;379
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;745
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;765
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;168
Guayaquil;UNION ECUATORIANA;F;50
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;184
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;106
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;243
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;207
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;110
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;98
Guayaquil;ALIANZA CREO 21 - MCA 106;M;16832
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;179
Guayaquil;MOVIMIENTO CONCERTACION;M;182
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;10366
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;106
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;636
Guayaquil;FUERZA.EC;M;484
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;795
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;937
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;174
Guayaquil;UNION ECUATORIANA;M;123
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;225
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;162
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;433
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;316
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;169
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;112
Guayaquil;ALIANZA CREO 21 - MCA 106;F;2516
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;17
Guayaquil;MOVIMIENTO CONCERTACION;F;11
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;915
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;12
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;66
Guayaquil;FUERZA.EC;F;29
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;73
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;113
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;23
Guayaquil;UNION ECUATORIANA;F;4
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;15
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;15
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;38
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;35
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;14
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;3
Guayaquil;ALIANZA CREO 21 - MCA 106;M;2212
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;17
Guayaquil;MOVIMIENTO CONCERTACION;M;20
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;1179
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;15
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;74
Guayaquil;FUERZA.EC;M;60
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;89
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;147
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;19
Guayaquil;UNION ECUATORIANA;M;23
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;29
Guayaquil;IZQUIERDA DEMOCRÁTICA;M;31
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;M;53
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;M;42
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;M;18
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;M;7
Guayaquil;ALIANZA CREO 21 - MCA 106;F;2906
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;27
Guayaquil;MOVIMIENTO CONCERTACION;F;21
Guayaquil;ALIANZA NUEVO GUAYAQUIL;F;1218
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;F;7
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;F;81
Guayaquil;FUERZA.EC;F;50
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;F;85
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;F;150
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;F;23
Guayaquil;UNION ECUATORIANA;F;6
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;F;29
Guayaquil;IZQUIERDA DEMOCRÁTICA;F;12
Guayaquil;MOVIMIENTO LIBERTAD ES PUEBLO, LEP;F;36
Guayaquil;PARTIDO SOCIALISTA ECUATORIANO;F;37
Guayaquil;MOVIMIENTO ECUATORIANO UNIDO;F;14
Guayaquil;MOVIMIENTO SOCIEDAD UNIDA MAS ACCION, SUMA;F;17
Guayaquil;ALIANZA CREO 21 - MCA 106;M;2582
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;30
Guayaquil;MOVIMIENTO CONCERTACION;M;31
Guayaquil;ALIANZA NUEVO GUAYAQUIL;M;1632
Guayaquil;MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK;M;14
Guayaquil;MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA;M;96
Guayaquil;FUERZA.EC;M;69
Guayaquil;PARTIDO ADELANTE ECUATORIANO ADELANTE;M;117
Guayaquil;MOVIMIENTO DE ACCION CIUDADANA FENIX;M;173
Guayaquil;MOVIMIENTO NACIONAL PODEMOS;M;21
Guayaquil;UNION ECUATORIANA;M;18
Guayaquil;PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO;M;37
